Id	HS	PT	GG	NL	#1#	TreeFull	TreeHominids
ENST00000367255	0.16730509313469283	0.0022574167781605936	0.036375181708329034	3.7914828219630314e-06	0.32653145492796504	4.750942790368942e-09	0.0007615312376772376
ENST00000570156	0.05432923970197015	7.992396549425405e-05	7.386529087415217e-10	3.230161904319566e-19	1.428702494355665e-06	4.49034388436614e-37	2.2639218941155818e-18
ENST00000424728	0.005640766570197675	0.0052279751497184964	4.185595979599433e-05	8.746147208147624e-16	0.001351788520857935	7.302962742499548e-27	6.099739751435363e-11
ENST00000358025	0.004272396867295359	0.057719544783605276	0.01985445035285429	0.0005276557552213924	0.03034923015433594	1.2531785492897929e-08	1.2950962482089339e-05
ENST00000405460	0.011082407267488683	0.16285669770838535	0.03064389029365681	0.1604353885913149	0.39574111205941176	0.00047764554136736235	0.0004344406541022859
ENST00000378024	0.3725652842224481	0.0	0.38451508768322634	0.12256741465141076	0.0	0.04111817661172755	0.13550627331202017
ENST00000369393	0.45498549122984505	0.4755798770286244	0.2617460847691532	0.12712196541204543	0.39910045326341376	0.05515246082636539	0.16511480468116102
ENST00000301067	0.4368143189748959	0.05449121644865611	0.2372926708464385	2.4174156129653135e-08	0.11695396673502217	1.3045560229883743e-07	0.02568930063565144
ENST00000447166	4.401278030077386e-05	0.00027541391789054283	0.0003433954688591332	1.2961291351867144e-23	0.002147499177596597	1.2428527114980355e-34	8.861790882830403e-13
ENST00000508628	0.00023895501931323507	2.1233423241419327e-05	0.010839025706650112	7.986662959597926e-48	0.02827650587801671	1.873387137505559e-58	1.6850967789327292e-10
ENST00000307340	0.005588308637225553	0.01781592458049356	0.07031931038212015	0.023788500380063634	0.26916719434246567	7.200124051342095e-06	8.024622673082124e-05
ENST00000393567	0.17835290121538855	0.04928059386089423	0.36928523820366815	2.2013039427131622e-07	0.48013113062512625	1.740204505903686e-08	0.029151888474245408
ENST00000264501	1.808924476984557e-05	3.475688784429591e-05	0.0004948271346066767	2.3823009431545707e-20	0.03346183359649392	4.41279435635083e-32	6.744513717465242e-13
ENST00000394329	0.1512857274476242	0.4876218339526647	0.13210694250459074	9.115193863268827e-15	0.0	8.139388051981164e-13	0.01538754317178235
ENST00000622037	0.0013229252114535103	2.862502856639931e-06	1.484865246280032e-09	2.5060590052669932e-27	0.048940343521504504	5.528253203856606e-41	3.475144058234594e-18
ENST00000443617	0.006222896554394254	0.001549545391991882	2.089418227881304e-05	6.990741345192252e-76	0.00012490037071350454	4.285044714218616e-62	1.9341731851018247e-11
ENST00000435803	6.381332951539164e-05	0.0019525439595342103	0.0009044048442019169	1.6075868378342038e-09	0.07454703215023373	4.780335878798102e-19	2.45670082319221e-10
ENST00000421745	0.08407898655448558	6.982073103136223e-07	4.9908090647001914e-33	1.7174399375945588e-42	0.0	3.0837121321359855e-63	1.2446470157999473e-21
ENST00000262189	0.23648807408880376	0.4266237751231274	0.17083993266254766	0.22499173662838992	0.40740444655484814	0.031938542530415275	0.05914119479917844
ENST00000327475	0.35075991949301777	0.023139633721306826	0.35401932801467456	0.0020271659042230437	0.27175344654134914	0.00021727823020561353	0.03962473962946974
ENST00000366574	1.3835405830924297e-15	1.0648213505551301e-05	2.462059277184042e-63	2.6612940585508987e-57	0.0	2.6645398698517416e-110	1.944363601403523e-57
ENST00000360184	0.0	1.5026585912768985e-14	1.293556879379818e-63	0.0	0.0	0.0	1.115091582673528e-143
ENST00000544440	1.5582806722830991e-09	0.0	2.3976745612251264e-66	1.186135070923223e-41	0.0002439081792900796	1.4983455767487032e-104	2.8656722341797173e-87
